	logFC	AveExpr	t	P.Value	adj.P.Val	B
C2CD6	-0.0755014033370634	2.68945218084935	-3.81983294414739	0.000157853197112825	0.000265254752414568	-0.0997273748431251
FOXA2	-0.312794174001813	5.46230089076995	-3.81946240148124	0.000158080974515966	0.000265611159323592	-0.10108288477711
DEUP1	-0.0992760345840043	2.79850555605044	-3.81885578651429	0.000158454539306509	0.000266212426445727	-0.103301727402271
TMEM212	-0.0877353947809174	3.70952676549891	-3.81876702416445	0.000158509270735528	0.000266277969680667	-0.103626370219388
PBX3	-0.200373538469264	7.05382596847206	-3.8185216086145	0.000158660688528808	0.000266505906165394	-0.104523926321161
CSNK1A1P1	-0.103464299795483	3.30880253466963	-3.81842024193099	0.000158723270169053	0.000266584592173682	-0.104894638303368
LPGAT1	0.251883526631715	6.41796215837629	3.8181944953277	0.000158862725173162	0.000266792362886227	-0.105720192325465
PTDSS2	-0.112504528426514	5.60310224844805	-3.81808394299	0.000158931061131303	0.000266880667680836	-0.106124465206542
C22orf34	-0.13043886259153	4.10406126078579	-3.81754633302229	0.000159263771373231	0.000267412854302957	-0.108090268592105
UBL3	-0.184880014339324	8.21247691030233	-3.81722341410124	0.000159463932260752	0.000267722399652838	-0.10927091875187
CRHBP	-0.165510318182058	3.56725919790194	-3.81704905829207	0.000159572105302744	0.000267877461483351	-0.109908357024572
CLDN15	-0.2035254819689	4.34885207154953	-3.81684804436241	0.000159696903517435	0.000268060398888758	-0.110643223139403
TCTN1	-0.121168734285873	5.20498416373893	-3.81481921069236	0.000160961666163747	0.000270156606045168	-0.118058233913926
DNAJB7	-0.133025054218669	2.65450001488534	-3.81470977714726	0.000161030154722105	0.000270244781156376	-0.118458090122956
FBXL7	0.242778313634796	5.85933052199348	3.81394783923685	0.000161507774520672	0.000271019484931172	-0.121241821465096
ARSB	-0.126724043786865	4.40184794977576	-3.8128611080001	0.000162191307355539	0.000272139535123102	-0.125211296189946
PPTC7	0.14550115459448	7.53628990936144	3.81256231286197	0.00016237972227191	0.000272428691223745	-0.126302514930567
ITGB3	0.312878795000145	4.23338443204634	3.81141179192128	0.000163107153604587	0.00027362202238678	-0.130503555314161
RNF19A	0.159612733211791	6.81091274155242	3.80911631806928	0.000164567706077899	0.000276044850080168	-0.13888181854642
TRIM23	0.176701418821881	5.39356846338992	3.80906344527328	0.000164601492862158	0.000276074187038115	-0.139074744541701
TNFRSF10D	0.207871917179078	4.70441839801364	3.80903713542737	0.000164618307826954	0.000276075055399327	-0.13917074484883
PPP4R3C	-0.0767270836129932	2.60164073115402	-3.80893813454848	0.000164681595121595	0.000276153852837043	-0.139531977329549
IRF2BP2	0.114718574651259	9.31854243412984	3.80610590236653	0.000166501894050116	0.000279178668238045	-0.149862511351491
BCL7A	-0.148000573903818	5.15060911798848	-3.80564921538927	0.000166797184336766	0.000279646110715046	-0.151527609638957
MAMLD1	-0.180712673213575	4.9775967235104	-3.80513135960152	0.000167132624497146	0.000280180767835888	-0.15341550925822
GJA10	-0.0794341563043068	2.81026015646039	-3.80475085799373	0.000167379499800252	0.000280566863904241	-0.154802518557958
FAM170A	-0.0936254672204707	3.15364956422014	-3.80370965383517	0.000168056811471266	0.000281674323372242	-0.158597276510854
PHF10	-0.136676804054912	7.21073929625014	-3.80358129564721	0.000168140488551338	0.0002817866913395	-0.15906502275322
PATJ	0.235396973811561	5.67158520825808	3.80342717200715	0.000168241014209355	0.000281927270818724	-0.159626640913173
PRAF2	0.154135568969167	5.71404372309465	3.80282728956286	0.000168632822571587	0.000282555886682758	-0.161812380455436
ZNF468	0.175198156792653	5.57367411255944	3.80181831140366	0.000169293773343542	0.000283635300211611	-0.165487990677971
POLR2E	0.152927248099565	7.16064329984434	3.80178996989548	0.000169312374288335	0.000283638411831921	-0.165591223096953
NIPA1	0.1499019387834	4.60645010831033	3.80099785600014	0.000169833031890475	0.000284482503730312	-0.168476168745143
NCSTN	0.111857104128603	7.27608122949045	3.80085663843838	0.000169926013106703	0.000284610110938062	-0.168990436894545
ARRDC4	-0.24618261183059	7.8067486165163	-3.80063131152316	0.000170074473634349	0.000284830606363407	-0.169810967361039
CRB2	-0.0811759412201265	3.35059881105323	-3.79948079412775	0.000170834423784845	0.000286075043388225	-0.173999891109477
FHOD1	0.162560171043497	5.12698338867703	3.79935141196109	0.000170920084817534	0.00028619019836009	-0.174470886161452
POMGNT1	0.124144374164076	6.05156889367063	3.79894416119789	0.000171189981344695	0.000286613785726343	-0.175953320934002
WFDC12	-0.104362830812775	4.28804114852864	-3.79863113989205	0.000171397702935408	0.000286933203649156	-0.177092651319469
UGT2A3	-0.534935306833015	4.94554441175912	-3.79778314687067	0.00017196162963666	0.000287848814826584	-0.180178729686087
DNAL1	0.115040745354905	3.87037185984869	3.79705324891429	0.000172448424527029	0.000288635145883596	-0.182834519808265
ZNF865	-0.147703699087542	4.78904849942936	-3.7969547378632	0.000172514224651575	0.000288716752183135	-0.183192923881554
HACE1	0.158437077041353	5.90227780912125	3.79684727778596	0.000172586029291266	0.000288808390417271	-0.183583876643945
RUFY3	0.182729295956741	5.80892729699317	3.79504522251338	0.000173794373498177	0.000290801727287547	-0.190138453716929
GALNT7	0.260440134573991	7.9966375532246	3.79469321493091	0.000174031338454811	0.000291167376121691	-0.191418468842618
ANKRD1	0.299765846939711	3.36161664873064	3.79466955664059	0.000174047275714772	0.000291167376121691	-0.191504494231508
NSD2	0.122717022711257	4.67781449015515	3.79450031835496	0.000174161322237507	0.00029132939653435	-0.192119857741804
OTUD1	0.1721759844145	6.88252623190523	3.79404627094045	0.000174467645112186	0.000291795171831905	-0.193770684434541
SVEP1	-0.365989847406618	5.12726701264617	-3.79403653280261	0.000174474220512714	0.000291795171831905	-0.193806088387067
AHCYL1	-0.15770162163632	7.72655409492215	-3.79361328549081	0.000174760232474237	0.000292244653318221	-0.195344764524774
MS4A12	-0.106037409740306	2.62082320958282	-3.79313524355644	0.000175083804728449	0.00029274175286427	-0.197082451297687
FOXRED1	0.131294335380435	5.27236850466167	3.79312306314399	0.000175092056671829	0.00029274175286427	-0.197126724572851
PAFAH1B1	0.153367322439032	7.56817156141252	3.79295043106318	0.000175209050353786	0.000292908448928563	-0.197754192335369
TIMM17B	-0.10363651712726	4.1201447137131	-3.79209287798457	0.000175791313744191	0.000293852857196231	-0.200870760317437
KRT75	-0.0940864909199714	3.41907820574295	-3.79192658872805	0.000175904432542774	0.000294012934116881	-0.201475023026995
TRIM37	0.143963635280015	4.99149547467861	3.79186243870872	0.000175948089170601	0.000294056889359706	-0.201708125156156
SMARCC2	0.141586219529516	6.13808421808667	3.79149716470896	0.000176196867663877	0.000294443616279577	-0.203035353231754
FBXO46	0.14586601804859	5.28657299233647	3.79127100319279	0.000176351066785615	0.00029467223035592	-0.203857055168152
ZNF112	0.152923606553414	4.88066982645987	3.7906294125466	0.000176789203407893	0.000295375195357501	-0.206187870417276
NWD2	-0.0869686846109335	2.79358522393176	-3.79024496299535	0.000177052232957444	0.000295785485828314	-0.207584351481259
ADGRB2	-0.12074306287824	4.1310690160814	-3.78905563067316	0.000177868282628948	0.000297093140110844	-0.211903676294608
STRN4	0.128105668434481	5.51481329979543	3.78905306217304	0.000177870048819609	0.000297093140110844	-0.211913003022865
TMEM258	-0.158502414238754	8.53395160929404	-3.78817239128175	0.000178476606287037	0.000298076871783733	-0.215110548623271
SEC61A1	-0.16436800418178	8.63483639155537	-3.78779550880113	0.000178736778464723	0.000298481962459819	-0.216478726793472
CAPN15	-0.158267269210988	5.34480240354356	-3.78765156546339	0.000178836240926512	0.000298618622108933	-0.21700124421246
AARS2	-0.121726212259897	4.82554074145653	-3.78753569000683	0.000178916346916423	0.000298722936799153	-0.217421861328621
ARHGAP5-AS1	0.166579594200179	4.88583551826336	3.78736690123261	0.000179033093095963	0.000298888400221309	-0.218034527651726
PSMC3IP	0.0959219514213441	4.7895277195377	3.78709544594437	0.000179221001537126	0.000299172621801233	-0.21901979820829
GPIHBP1	-0.189354610928774	4.79306183096956	-3.78698598316337	0.000179296827210544	0.000299269706665349	-0.219417084478253
METTL13	0.121703330832699	5.57348489267671	3.78631619540797	0.000179761454285766	0.000300015668532107	-0.221847794324206
LYL1	-0.126919799715267	5.60115055166282	-3.78502262078956	0.000180662017942439	0.000301488974873896	-0.226541152180392
USF3	-0.139919701613878	4.54603073921019	-3.78492349900153	0.000180731200200377	0.000301574717434435	-0.226900725708197
PPP1R9A	-0.318001157750942	5.36608177810684	-3.7843600489598	0.000181124936808406	0.000302201953071446	-0.228944528452169
HEATR1	0.122247489647052	4.79744900681612	3.784152934144	0.0001812698712698	0.000302413986538351	-0.229695725713674
CTPS2	0.15036955997761	5.95918021285259	3.78306327160093	0.000182034198801216	0.000303659214937725	-0.23364726487435
CHAMP1	-0.1468191038641	5.19430413388535	-3.78198152155189	0.00018279598528783	0.000304899959706168	-0.237569073142156
SPEF2	-0.137319443961061	4.36212300970589	-3.78136538838898	0.000183231220932208	0.000305595833670533	-0.23980235841108
DUS3L	-0.108074889022438	5.14075150121482	-3.78092506258061	0.000183542865752113	0.000306085464248945	-0.241398192944208
SNF8	0.102709135811026	7.51267233005407	3.78073922319348	0.000183674545478142	0.000306274908987078	-0.242071663087128
EMCN	-0.360494294121381	5.11375119760146	-3.78070695689202	0.000183697417411811	0.000306282898716149	-0.242188591007833
ESCO2	0.159938516811356	3.05338769663499	3.77982372172989	0.000184324542920709	0.000307298273504262	-0.245388937022024
PITPNM1	0.139609989069242	5.23149404372168	3.77873057268322	0.000185103513069792	0.000308566572663085	-0.249348938426952
SYCP2	-0.259425056573832	3.75625633241718	-3.77868115743622	0.000185138799333925	0.00030859502712946	-0.249527923342418
GMFG	0.387820675667613	6.98614350889297	3.77842018002432	0.000185325262512059	0.000308875437520099	-0.250473163019088
CCNY	-0.0867254692248518	4.21231719612083	-3.77818538193161	0.000185493172577307	0.000309124873926176	-0.251323531846571
SEC22C	-0.145029041889737	5.0147986990793	-3.77790357359507	0.00018569489048712	0.000309430596581921	-0.252344093489516
ATRX	0.218389057373702	7.04203317440979	3.77660840182132	0.000186624637994255	0.000310949283724075	-0.257033622633226
CDH1	0.412395884843656	6.61718137067362	3.77652406241075	0.00018668533373359	0.000311019822329565	-0.257338945504089
DMBX1	-0.114792412605501	3.70473600719638	-3.77626563895422	0.000186871426923482	0.000311299240051507	-0.258274442814363
DPH3	0.196271545893197	6.18900664466482	3.77617310095905	0.000186938106983467	0.000311379698357908	-0.25860941758574
C12orf43	0.114856227274343	5.08604388636586	3.77606501772432	0.000187016016906	0.000311478844399532	-0.259000654400709
LRRC47	-0.107293248224719	7.20221280478665	-3.77576017295591	0.000187235924137136	0.000311814446999911	-0.260104067771298
NCAM2	0.152704945171451	3.29983891727295	3.77414067431886	0.000188408287854014	0.00031373600670864	-0.265964613714866
KRBOX4	0.146972313254569	5.57576010848478	3.77406785465021	0.000188461164844236	0.000313793211368328	-0.266228074786833
ASPSCR1	-0.108246368151456	4.94092000954617	-3.77305065415842	0.000189201256869957	0.000314994524951064	-0.269907809485913
USP9X	0.148454812282341	8.18724136346468	3.77263316859246	0.000189505803210748	0.000315470548977011	-0.271417803787895
CABCOCO1	-0.119211623389732	2.93238930925898	-3.77258932518452	0.000189537812825622	0.000315492831803678	-0.27157637110313
SIK3	-0.110315585658989	4.25645298681361	-3.77251849334365	0.000189589537196594	0.000315547922981952	-0.271832543194368
GCSAM	-0.132561611394602	3.3383873419961	-3.77195088253964	0.000190004511765014	0.00031620752817559	-0.273885217580242
DENND4C	0.155514473338677	7.5220371271229	3.77053409384289	0.000191044055529315	0.000317906316371964	-0.279007566784707
SYNE1	-0.230143201285835	6.3822840214909	-3.77038601423063	0.000191153015646853	0.000318056387885049	-0.27954284096977
SPPL2A	0.160744144602876	8.37671373323813	3.76926990348769	0.000191976162688085	0.000319394637196637	-0.283576704447794
MDN1	-0.154996912510287	5.58363416522573	-3.76906944850671	0.000192124354922998	0.000319609797937305	-0.284301075093483
GTF3C1	0.109798206708312	6.13810683742904	3.76896623382465	0.000192200701510613	0.000319705408836389	-0.284674041177752
PTPN7	-0.0981756540746632	3.97399476208376	-3.7672713314043	0.000193458502193864	0.00032176603114031	-0.290797221411636
VN1R2	-0.087354490543688	2.93186686211709	-3.76634046536016	0.000194152606100634	0.000322888783363906	-0.294159084329653
MYO1F	0.286671060439461	5.91697306386928	3.76597030490875	0.00019442927023789	0.000323317153021483	-0.295495721924576
SPRY3	-0.113239857267602	3.10662092029033	-3.76486301433809	0.000195259100560972	0.000324665210394863	-0.299493389761379
NOP2	0.163232278868647	6.19751914217019	3.76165600269041	0.000197681411020253	0.000328660624465903	-0.311065595845845
BAG5	0.156052414217079	5.55203851830607	3.76112708138414	0.00019808362806652	0.000329297022516864	-0.312973286037778
RNF215	-0.127237094129825	4.56320681858607	-3.76096365861356	0.00019820805862641	0.000329471544807318	-0.313562662099583
DNAAF3	-0.116729135404767	4.19945251669331	-3.76037102117661	0.000198659913413707	0.000330190240701354	-0.315699781305502
LOC84214	-0.114226643748044	3.17521680700413	-3.76000773588989	0.000198937379613538	0.000330618974850715	-0.317009676553026
SSC5D	-0.126703707682831	5.72437839037493	-3.7594645240094	0.000199352950488803	0.00033127712196197	-0.31896811413641
CARD10	-0.13620648463592	4.90787541963583	-3.75887239261258	0.000199806879034312	0.00033199887502121	-0.32110262359614
CSRNP3	-0.208083754514447	3.66003557161818	-3.75795078093075	0.00020051532813641	0.000333143356083835	-0.324424223431627
CHST5	-0.205508490742902	4.18450581384115	-3.75735112509052	0.000200977559604489	0.000333878577983725	-0.326585052096259
ZNF746	-0.0879973594451281	4.33604085434965	-3.75678092644826	0.000201418016942124	0.000334577486467894	-0.328639438271925
MYO19	0.142071385718681	4.91843266012524	3.7561961703324	0.000201870665180323	0.000335296506339315	-0.330745975319695
HINT1	0.205913198106039	6.65022237794195	3.7557857631824	0.000202188926271514	0.00033579219716073	-0.332224253549588
ADRA1B	-0.105875058671326	3.96332144702054	-3.75162069981904	0.000205445725601484	0.000341167590597897	-0.347218297660104
PLPPR4	0.287995525056565	4.59161311812987	3.75156878321886	0.000205486631425648	0.000341202071784991	-0.34740509827667
INTS9	0.151102976272656	5.60757696154259	3.75066308579541	0.000206201480548076	0.000342355491569578	-0.350663495688205
PID1	-0.256272089788375	5.70523145006715	-3.75047742354039	0.000206348309541439	0.000342565696161503	-0.351331356941874
CYP2J2	0.3029953909233	4.67444404357394	3.74857887147265	0.00020785543030215	0.000345033903901854	-0.35815904682603
LARS2	0.114567518986637	5.56189821717872	3.74759418346004	0.000208641184801472	0.0003463042985045	-0.361698986224208
PMM1	-0.127422112161905	5.39755981799074	-3.7471461196876	0.000208999654342927	0.000346865302691211	-0.363309485026578
HSBP1	0.139576531865811	7.71254156062447	3.74685490445338	0.00020923294995823	0.000347218472991029	-0.364356119737328
F2RL3	-0.125177353378516	3.77285640804303	-3.74618323570359	0.000209771967832009	0.000348078865224237	-0.36676982751795
FLVCR1	0.246555358429187	5.64187337141306	3.74610023935452	0.000209838663702522	0.000348155432235134	-0.367068055349808
IER5	0.270456605651496	7.25181117132309	3.74593006237955	0.000209975480481496	0.00034834831449971	-0.367679527158771
TSC22D4	0.138713016129448	4.78029774859759	3.74575766345646	0.000210114169422963	0.000348544264593125	-0.368298956627531
CABS1	-0.0835321409091053	2.28751572641803	-3.74565371029135	0.000210197837880894	0.000348648915470709	-0.368672447718651
LYZL1	-0.0907529958847492	2.5764175010988	-3.74538547404877	0.000210413877521896	0.000348973084513503	-0.369636143759957
